population_id,zip_code,average_pop
802,3233,130
803,3234,"4,605"
804,3235,"8,586"
805,3237,"2,261"
806,3238,89
807,3240,"1,302"
808,3241,848
809,3242,"4,841"
810,3243,"1,161"
811,3244,"8,072"
812,3245,"1,878"
813,3246,"16,069"
814,3249,"7,133"
815,3251,"1,351"
816,3253,"6,261"
817,3254,"4,070"
818,3255,"1,968"
819,3256,"2,255"
820,3257,"4,570"
821,3258,"2,530"
822,3259,324
823,3260,763
824,3261,"4,257"
825,3262,"1,108"
826,3263,"4,095"
827,3264,"7,416"
828,3266,"2,274"
829,3268,"1,240"
830,3269,"2,967"
831,3273,307
832,3275,"11,462"
833,3276,"8,363"
834,3278,"2,961"
835,3279,714
836,3280,"1,076"
837,3281,"8,818"
838,3282,905
839,3284,"1,029"
840,3285,"2,333"
841,3287,"1,334"
842,3290,"4,744"
843,3291,33
844,3293,93
845,3301,"32,658"
846,3303,"15,786"
847,3304,"7,597"
848,3307,"5,337"
849,3431,"25,459"
850,3440,"2,651"
851,3441,511
852,3442,"1,413"
853,3443,848
854,3444,"1,617"
855,3445,712
856,3446,"6,193"
857,3447,"2,470"
858,3448,659
859,3449,"1,752"
860,3450,914
861,3451,"4,036"
862,3452,"5,426"
863,3455,"1,955"
864,3456,801
865,3457,732
866,3458,"6,697"
867,3461,"5,961"
868,3462,"1,713"
869,3464,"1,062"
870,3465,"2,196"
871,3466,"1,072"
872,3467,"1,963"
873,3470,"4,844"
874,3561,"5,946"
875,3570,"9,924"
876,3574,"2,529"
877,3575,109
878,3576,"3,215"
879,3579,443
880,3580,"1,429"
881,3581,"3,178"
882,3582,"2,586"
883,3583,923
884,3584,"3,680"
885,3585,"2,621"
886,3586,608
887,3588,"1,680"
888,3590,993
889,3592,"1,207"
890,3593,409
891,3595,749
892,3597,427
893,3598,"3,118"
894,3601,503
895,3602,"2,700"
896,3603,"5,366"
897,3604,294
898,3605,"1,108"
899,3607,326
900,3608,"2,356"
901,3609,"1,077"
902,3740,758
903,3741,"4,206"
904,3743,"13,957"
905,3745,"1,456"
906,3746,194
907,3748,"4,634"
908,3750,"1,009"
909,3751,532
910,3752,774
911,3753,"2,955"
912,3754,102
913,3755,"10,424"
914,3765,544
915,3766,"9,335"
916,3768,"1,809"
917,3770,557
918,3771,900
919,3773,"7,682"
920,3774,"1,746"
921,3777,"1,437"
922,3779,809
923,3780,388
924,3781,"1,939"
925,3782,"2,982"
926,3784,"3,943"
927,3785,"2,658"
928,3801,"21,937"
929,3809,"3,595"
930,3810,"1,677"
931,3811,"6,766"
932,3812,674
933,3813,"3,437"
934,3814,"2,354"
935,3816,"1,338"
936,3817,629
937,3818,"3,664"
938,3819,"4,413"
939,3820,"30,270"
940,3823,"1,903"
941,3824,"15,082"
942,3825,"8,604"
943,3826,"2,521"
944,3827,"3,194"
945,3830,"1,735"
946,3832,366
947,3833,"21,095"
948,3835,"6,793"
949,3836,"1,253"
950,3837,"1,503"
951,3838,"1,074"
952,3839,"3,874"
953,3840,"3,730"
954,3841,"6,255"
955,3842,"15,084"
956,3844,"2,299"
957,3845,"1,095"
958,3846,957
959,3847,247
960,3848,"6,056"
961,3849,"1,375"
962,3850,286
963,3851,"3,957"
964,3852,628
965,3853,717
966,3854,960
967,3855,"2,642"
968,3856,"1,659"
969,3857,"8,977"
970,3858,"4,680"
971,3860,"4,121"
972,3861,"4,351"
973,3862,"4,333"
974,3864,"1,655"
975,3865,"7,622"
976,3867,"20,446"
977,3868,"5,615"
978,3869,"2,485"
979,3870,"5,279"
980,3871,44
981,3872,"3,617"
982,3873,"5,826"
983,3874,"8,866"
984,3875,"1,073"
985,3878,"11,827"
986,3882,"1,390"
987,3883,107
988,3884,"3,984"
989,3885,"7,190"
990,3886,"2,085"
991,3887,"2,056"
992,3890,310
993,3894,"6,258"
994,3901,"7,352"
995,3902,"2,185"
996,3903,"6,245"
997,3904,"8,014"
998,3905,"1,545"
999,3906,"4,627"
1000,3907,"1,154"
1001,3908,"7,264"
1002,3909,"10,006"
1003,3910,324
1004,3911,138
1005,4001,"2,450"
1006,4002,"7,385"
1007,4003,491
1008,4005,"23,271"
1009,4006,97
1010,4008,"2,783"
1011,4009,"5,224"
1012,4010,"1,363"
1013,4011,"20,376"
1014,4015,"3,832"
1015,4017,372
1016,4019,30
1017,4020,"1,418"
1018,4021,"5,971"
1019,4022,"1,101"
1020,4024,606
1021,4027,"6,054"
1022,4029,"1,614"
1023,4030,"2,390"
1024,4032,"8,016"
1025,4037,"3,826"
1026,4038,"16,580"
1027,4039,"7,437"
1028,4040,"3,107"
1029,4041,"1,736"
1030,4042,"4,332"
1031,4043,"10,946"
1032,4046,"7,590"
1033,4047,"1,682"
1034,4048,"2,950"
1035,4049,"3,662"
1036,4050,255
1037,4051,"1,112"
1038,4055,"3,798"
1039,4056,241
1040,4057,34
1041,4061,"3,255"
1042,4062,"17,237"
1043,4063,356
1044,4064,"8,325"
1045,4066,470
1046,4068,"1,657"
1047,4069,"1,511"
1048,4071,"4,955"
1049,4072,"18,683"
1050,4073,"16,295"
1051,4074,"18,999"
1052,4076,"2,675"
1053,4079,"3,833"
1054,4083,"4,541"
1055,4084,"8,123"
1056,4085,"1,809"
1057,4086,"8,774"
1058,4087,"2,059"
1059,4088,"1,660"
1060,4090,"9,745"
1061,4091,916
1062,4092,"17,627"
1063,4093,"8,069"
1064,4095,"1,234"
1065,4096,"8,418"
1066,4097,"3,621"
1067,4101,"17,302"
1068,4102,"17,407"
1069,4103,"30,570"
1070,4105,"11,325"
1071,4106,"25,321"
1072,4107,"9,015"
1073,4108,925
1074,4109,103
1075,4110,"1,354"
1076,4210,"23,027"
1077,4216,453
1078,4217,"3,008"
1079,4219,"1,533"
1080,4220,"3,040"
1081,4221,"1,076"
1082,4222,"3,870"
1083,4224,"2,977"
1084,4226,175
1085,4227,51
1086,4228,50
1087,4231,255
1088,4234,173
1089,4236,"4,348"
1090,4237,169
1091,4238,"1,509"
1092,4239,"4,827"
1093,4240,"36,484"
1094,4250,"4,151"
1095,4252,"4,817"
1096,4253,"2,098"
1097,4254,"3,119"
1098,4255,840
1099,4256,"3,018"
1100,4257,"2,668"
1101,4258,"2,598"
1102,4259,"3,145"
1103,4260,"5,569"
1104,4261,412
1105,4263,"2,086"
1106,4265,986
1107,4267,62
1108,4268,"4,997"
1109,4270,"6,186"
1110,4271,10
1111,4274,"5,419"
1112,4275,437
1113,4276,"5,819"
1114,4280,"6,782"
1115,4281,"5,148"
1116,4282,"5,724"
1117,4284,"1,038"
1118,4285,439
1119,4286,119
1120,4287,"3,178"
1121,4289,"1,946"
1122,4290,"1,417"
1123,4292,"1,063"
1124,4294,"4,065"
1125,4330,"25,932"
1126,4342,"1,763"
1127,4343,63
1128,4344,"2,866"
1129,4345,"11,521"
1130,4346,"1,825"
1131,4347,"2,448"
1132,4348,"3,028"
1133,4349,"1,149"
1134,4350,"3,592"
1135,4351,"2,566"
1136,4352,"1,595"
1137,4353,"2,341"
1138,4354,"1,550"
1139,4355,"2,573"
1140,4357,"3,390"
1141,4358,"4,246"
1142,4359,457
1143,4360,559
1144,4363,"2,564"
1145,4364,"5,990"
1146,4401,"44,951"
1147,4406,698
1148,4408,177
1149,4410,"1,163"
1150,4411,"1,477"
1151,4412,"9,405"
1152,4413,184
1153,4414,"1,255"
1154,4415,236
1155,4416,"5,480"
1156,4417,317
1157,4418,"1,629"
1158,4419,"2,784"
1159,4421,"1,473"
1160,4422,"1,402"
1161,4424,778
1162,4426,"4,607"
1163,4427,"2,812"
1164,4428,"3,205"
1165,4429,"4,751"
1166,4430,"1,827"
1167,4431,58
1168,4434,"1,281"
1169,4435,"1,056"
1170,4438,"1,199"
1171,4441,"2,031"
1172,4442,56
1173,4443,"2,452"
1174,4444,"8,792"
1175,4448,"1,493"
1176,4449,"1,460"
1177,4450,"1,194"
1178,4451,219
1179,4453,757
1180,4454,52
1181,4455,"1,107"
1182,4456,"2,875"
1183,4457,"5,838"
1184,4459,928
1185,4460,"1,314"
1186,4461,"3,051"
1187,4462,"4,819"
1188,4463,"2,778"
1189,4464,647
1190,4468,"9,462"
1191,4469,"2,657"
1192,4471,571
1193,4472,"2,096"
1194,4473,"7,825"
1195,4474,"3,722"
1196,4475,464
1197,4476,"1,173"
1198,4478,322
1199,4479,"1,395"
1200,4481,537
1201,4485,277
1202,4487,897
1203,4488,"1,266"
1204,4489,275
1205,4490,251
1206,4491,123
1207,4492,169
1208,4493,"1,933"
1209,4495,456
1210,4496,"3,777"
1211,4497,394
1212,4530,"10,912"
1213,4535,660
1214,4537,"2,053"
1215,4538,"1,989"
1216,4539,"1,156"
1217,4541,122
1218,4543,"2,085"
1219,4544,664
1220,4547,"1,116"
1221,4548,998
1222,4551,853
1223,4553,"1,771"
1224,4554,767
1225,4555,"1,647"
1226,4556,"1,137"
1227,4558,270
1228,4562,"2,137"
1229,4563,"1,411"
1230,4564,431
1231,4568,473
1232,4570,0
1233,4571,395
1234,4572,"5,048"
1235,4573,483
1236,4574,"1,484"
1237,4575,78
1238,4576,585
1239,4578,"4,492"
1240,4579,"3,067"
1241,4605,"13,015"
1242,4606,"1,190"
1243,4607,"1,197"
1244,4609,"5,210"
1245,4611,455
1246,4612,581
1247,4613,164
1248,4614,"2,505"
1249,4616,876
1250,4617,839
1251,4619,"3,090"
1252,4622,"1,401"
1253,4623,"1,174"
1254,4624,159
1255,4625,38
1256,4626,509
1257,4627,"1,608"
1258,4628,690
1259,4629,170
1260,4630,"1,375"
1261,4631,"1,398"
1262,4634,"1,898"
1263,4635,62
1264,4637,138
1265,4640,"2,117"
1266,4642,82
1267,4643,"1,017"
1268,4644,51
1269,4645,71
1270,4646,82
1271,4648,513
1272,4649,"1,299"
1273,4650,188
1274,4652,"1,833"
1275,4653,464
1276,4654,"3,356"
1277,4655,"1,150"
1278,4657,325
1279,4658,"1,398"
1280,4660,"1,268"
1281,4662,494
1282,4664,"1,143"
1283,4666,"1,190"
1284,4667,"1,580"
1285,4668,"1,678"
1286,4669,180
1287,4671,550
1288,4673,141
1289,4674,590
1290,4675,324
1291,4676,"1,034"
1292,4677,262
1293,4679,"1,861"
1294,4680,"1,073"
1295,4681,"1,199"
1296,4683,74
1297,4684,"1,607"
1298,4685,367
1299,4686,90
1300,4691,441
1301,4693,483
1302,4694,"2,221"
1303,4730,"9,989"
1304,4732,"1,770"
1305,4733,255
1306,4734,809
1307,4735,626
1308,4736,"9,706"
1309,4739,954
1310,4740,"1,222"
1311,4741,0
1312,4742,"3,457"
1313,4743,"4,629"
1314,4745,"1,019"
1315,4746,482
1316,4747,"1,450"
1317,4750,"2,458"
1318,4756,"3,425"
1319,4757,"2,820"
1320,4758,"1,527"
1321,4760,716
1322,4761,485
1323,4762,598
1324,4763,718
1325,4764,50
1326,4765,"1,292"
1327,4766,402
1328,4768,411
1329,4769,"9,535"
1330,4772,742
1331,4773,594
1332,4774,643
1333,4776,903
1334,4777,429
1335,4779,316
1336,4780,804
1337,4781,530
1338,4783,398
1339,4785,"2,741"
1340,4786,"1,936"
1341,4787,610
1342,4841,"7,279"
1343,4843,"4,863"
