population_id,zip_code,average_pop
4322,14865,"2,702"
4323,14867,"5,684"
4324,14869,"1,359"
4325,14870,"10,098"
4326,14871,"5,377"
4327,14872,722
4328,14873,"2,609"
4329,14874,253
4330,14877,430
4331,14878,699
4332,14879,"2,194"
4333,14880,"1,457"
4334,14881,180
4335,14882,"3,896"
4336,14883,"4,223"
4337,14884,225
4338,14885,942
4339,14886,"6,969"
4340,14889,"1,574"
4341,14891,"4,422"
4342,14892,"8,086"
4343,14893,8
4344,14894,"1,404"
4345,14895,"9,659"
4346,14897,906
4347,14898,"1,998"
4348,14901,"16,835"
4349,14903,"7,057"
4350,14904,"15,715"
4351,14905,"9,406"
4352,15001,"32,353"
4353,15003,"11,692"
4354,15004,249
4355,15005,"9,619"
4356,15006,325
4357,15007,303
4358,15009,"15,176"
4359,15010,"28,350"
4360,15012,"15,973"
4361,15014,"3,191"
4362,15015,"1,213"
4363,15017,"16,056"
4364,15018,743
4365,15019,"1,776"
4366,15020,208
4367,15021,"7,719"
4368,15022,"10,130"
4369,15024,"8,719"
4370,15025,"16,135"
4371,15026,"3,251"
4372,15027,"2,149"
4373,15028,141
4374,15030,"1,049"
4375,15031,521
4376,15033,"4,932"
4377,15034,"1,838"
4378,15035,"2,179"
4379,15037,"11,072"
4380,15038,324
4381,15042,"8,159"
4382,15043,"2,321"
4383,15044,"26,978"
4384,15045,"4,478"
4385,15046,"2,623"
4386,15047,47
4387,15049,901
4388,15050,"2,471"
4389,15051,404
4390,15052,"3,500"
4391,15053,147
4392,15054,404
4393,15055,"1,270"
4394,15056,"1,160"
4395,15057,"14,627"
4396,15059,"4,138"
4397,15060,809
4398,15061,"12,484"
4399,15062,"7,672"
4400,15063,"11,330"
4401,15064,455
4402,15065,"11,698"
4403,15066,"12,698"
4404,15067,"2,276"
4405,15068,"38,309"
4406,15071,"10,060"
4407,15072,122
4408,15074,"8,941"
4409,15075,121
4410,15076,"1,043"
4411,15077,156
4412,15078,362
4413,15081,405
4414,15082,180
4415,15083,874
4416,15084,"9,770"
4417,15085,"7,668"
4418,15086,333
4419,15087,242
4420,15088,661
4421,15089,"5,982"
4422,15090,"22,123"
4423,15101,"24,939"
4424,15102,"29,737"
4425,15104,"9,081"
4426,15106,"18,962"
4427,15108,"40,844"
4428,15110,"5,593"
4429,15112,"3,359"
4430,15116,"14,223"
4431,15120,"18,856"
4432,15122,"20,132"
4433,15126,"6,935"
4434,15129,"10,783"
4435,15131,"8,323"
4436,15132,"21,601"
4437,15133,"6,403"
4438,15135,"5,289"
4439,15136,"21,907"
4440,15137,"10,106"
4441,15139,"6,356"
4442,15140,"3,288"
4443,15142,"1,278"
4444,15143,"19,860"
4445,15144,"4,099"
4446,15145,"7,313"
4447,15146,"28,376"
4448,15147,"17,555"
4449,15148,"2,628"
4450,15201,"12,989"
4451,15202,"19,573"
4452,15203,"10,010"
4453,15204,"8,198"
4454,15205,"22,383"
4455,15206,"29,204"
4456,15207,"11,693"
4457,15208,"10,006"
4458,15209,"12,708"
4459,15210,"26,915"
4460,15211,"11,269"
4461,15212,"27,927"
4462,15213,"28,603"
4463,15214,"14,657"
4464,15215,"12,625"
4465,15216,"23,139"
4466,15217,"27,590"
4467,15218,"13,823"
4468,15219,"15,910"
4469,15220,"17,635"
4470,15221,"31,124"
4471,15222,"3,476"
4472,15223,"6,895"
4473,15224,"10,562"
4474,15225,"1,096"
4475,15226,"13,766"
4476,15227,"28,217"
4477,15228,"17,910"
4478,15229,"13,935"
4479,15232,"11,652"
4480,15233,"4,359"
4481,15234,"14,086"
4482,15235,"34,231"
4483,15236,"29,922"
4484,15237,"41,653"
4485,15238,"12,916"
4486,15239,"21,257"
4487,15241,"20,277"
4488,15243,"13,325"
4489,15260, -   
4490,15290, -   
4491,15301,"49,328"
4492,15310,294
4493,15311,"1,428"
4494,15312,"3,706"
4495,15313,354
4496,15314,"3,865"
4497,15315,813
4498,15316,107
4499,15317,"36,623"
4500,15320,"5,314"
4501,15321,"1,524"
4502,15322,"2,180"
4503,15323,"4,434"
4504,15324,612
4505,15325,500
4506,15327,"1,393"
4507,15329,"1,688"
4508,15330,"5,459"
4509,15331,916
4510,15332,"8,161"
4511,15333,"2,306"
4512,15334,150
4513,15337,683
4514,15338,"1,596"
4515,15340,"1,500"
4516,15341,890
4517,15342,"4,904"
4518,15344,"1,507"
4519,15345,"1,655"
4520,15346,585
4521,15347,444
4522,15348,259
4523,15349,"1,768"
4524,15350,463
4525,15351,729
4526,15352,887
4527,15353,46
4528,15357,"1,608"
4529,15358,"1,074"
4530,15359,161
4531,15360,"1,729"
4532,15361,63
4533,15362,783
4534,15363,832
4535,15364,823
4536,15366,254
4537,15367,"8,999"
4538,15368,317
4539,15370,"15,083"
4540,15376,"1,759"
4541,15377,737
4542,15378,70
4543,15379,115
4544,15380,691
4545,15401,"31,961"
4546,15410,808
4547,15411,669
4548,15412,370
4549,15413,569
4550,15417,"8,634"
4551,15419,"4,714"
4552,15420,368
4553,15421,100
4554,15422,195
4555,15423,"2,299"
4556,15424,"2,532"
4557,15425,"19,366"
4558,15427,"1,245"
4559,15428,"1,851"
4560,15429,172
4561,15430,232
4562,15431,"4,325"
4563,15432,413
4564,15433,832
4565,15434,308
4566,15435,571
4567,15436,"2,574"
4568,15437,"2,501"
4569,15438,"2,072"
4570,15440,344
4571,15442,"2,025"
4572,15443,250
4573,15444,403
4574,15445,"2,605"
4575,15446,225
4576,15447,156
4577,15448,266
4578,15449,280
4579,15450,"2,205"
4580,15451,"1,075"
4581,15454,290
4582,15455,408
4583,15456,"2,966"
4584,15458,"2,582"
4585,15459,"1,484"
4586,15460,111
4587,15461,"4,163"
4588,15462,448
4589,15463,9
4590,15464,"1,618"
4591,15466,451
4592,15467,121
4593,15468,"2,321"
4594,15469,"2,344"
4595,15470,"1,058"
4596,15472,337
4597,15473,"4,074"
4598,15474,"1,934"
4599,15475,"1,324"
4600,15476,102
4601,15477,765
4602,15478,"6,605"
4603,15479,"2,084"
4604,15480,"2,048"
4605,15482,567
4606,15483,464
4607,15484,434
4608,15486,"2,123"
4609,15489,373
4610,15490,832
4611,15492,110
4612,15501,"16,574"
4613,15502,133
4614,15510,"2,309"
4615,15520,310
4616,15521,"1,991"
4617,15522,"11,834"
4618,15530,"5,289"
4619,15531,"4,142"
4620,15532,226
4621,15533,"1,438"
4622,15534,881
4623,15535,"2,052"
4624,15536,454
4625,15537,"7,960"
4626,15538,792
4627,15539,682
4628,15540,254
4629,15541,"3,847"
4630,15542,"1,068"
4631,15544,169
4632,15545,"2,918"
4633,15546,391
4634,15547,421
4635,15550,"1,622"
4636,15551,901
4637,15552,"6,094"
4638,15554,"2,397"
4639,15555,82
4640,15557,"3,606"
4641,15558,"2,247"
4642,15559,"1,953"
4643,15560,186
4644,15561,148
4645,15562,179
4646,15563,"3,196"
4647,15564,80
4648,15601,"59,039"
4649,15610,"3,658"
4650,15611,554
4651,15612,302
4652,15613,"14,179"
4653,15615,363
4654,15616,116
4655,15617,410
4656,15618,"2,640"
4657,15620,949
4658,15621,61
4659,15622,"1,335"
4660,15623,769
4661,15624,412
4662,15625,93
4663,15626,"5,087"
4664,15627,"6,449"
4665,15628,652
4666,15629,707
4667,15631,"1,139"
4668,15632,"9,318"
4669,15633,287
4670,15634,636
4671,15635,137
4672,15636,"4,037"
4673,15637,"1,958"
4674,15638,384
4675,15639,"2,262"
4676,15640,601
4677,15641,472
4678,15642,"45,311"
4679,15644,"19,049"
4680,15646,199
4681,15647,207
4682,15650,"28,272"
4683,15655,418
4684,15656,"10,174"
4685,15658,"8,667"
4686,15660,365
4687,15661,528
4688,15662,281
4689,15663,466
4690,15665,"1,697"
4691,15666,"16,475"
4692,15668,"13,342"
4693,15670,"3,353"
4694,15671,822
4695,15672,"3,535"
4696,15673,"1,366"
4697,15675,"1,103"
4698,15676,320
4699,15677,454
4700,15678,322
4701,15679,"3,387"
4702,15680,123
4703,15681,"4,937"
4704,15683,"8,156"
4705,15684,688
4706,15686,933
4707,15687,"1,202"
4708,15688,742
4709,15689,218
4710,15690,"8,891"
4711,15691,59
4712,15692,856
4713,15693,206
4714,15695,249
4715,15696,343
4716,15697,"3,006"
4717,15698,721
4718,15701,"34,764"
4719,15710,307
4720,15711,464
4721,15712,153
4722,15713,180
4723,15714,"5,093"
4724,15715,624
4725,15716,711
4726,15717,"10,912"
4727,15721,229
4728,15722,"2,280"
4729,15723,36
4730,15724,"2,283"
4731,15725,"1,438"
4732,15727,149
4733,15728,"3,409"
4734,15729,"1,576"
4735,15730,57
4736,15731,451
4737,15732,"1,763"
4738,15733,117
4739,15734,284
4740,15736,675
4741,15737,108
4742,15738,215
4743,15739,367
4744,15741,78
4745,15742,986
4746,15744,138
4747,15745,314
4748,15746,139
4749,15747,"1,991"
4750,15748,"6,942"
4751,15750,236
4752,15752,65
4753,15753,542
4754,15754,503
4755,15756,231
4756,15757,"1,553"
4757,15759,"3,017"
4758,15760,126
4759,15761,83
4760,15762,871
4761,15764,135
4762,15765,"1,823"
4763,15767,"14,578"
4764,15770,229
4765,15771,977
4766,15772,"1,687"
4767,15773,484
4768,15774,"3,211"
4769,15775,749
4770,15776,57
4771,15777,127
4772,15778,149
4773,15779,362
4774,15780,153
4775,15781,72
4776,15783,89
4777,15784,68
4778,15801,"19,336"
4779,15821,164
4780,15823,"1,516"
4781,15824,"5,241"
4782,15825,"9,589"
4783,15827,294
4784,15828,314
4785,15829,"1,301"
4786,15832,311
4787,15834,"4,476"
4788,15840,"1,952"
4789,15841,401
4790,15845,"3,272"
4791,15846,"3,674"
4792,15847,224
4793,15848,"1,093"
4794,15849,"1,277"
4795,15851,"6,659"
4796,15853,"6,346"
4797,15856,890
4798,15857,"13,129"
4799,15860,"1,004"
4800,15861,139
4801,15863,202
4802,15864,"1,760"
4803,15865,"1,366"
4804,15866,229
4805,15868,"1,336"
4806,15870,"1,304"
4807,15901,"3,960"
4808,15902,"12,411"
4809,15904,"16,262"
4810,15905,"20,751"
4811,15906,"11,385"
4812,15909,"5,446"
4813,15920,897
4814,15921,184
4815,15922,173
4816,15923,"1,733"
4817,15924,993
4818,15925,151
4819,15926,"2,591"
4820,15927,905
4821,15928,"2,180"
4822,15929,76
4823,15930,153
4824,15931,"9,187"
4825,15934,251
4826,15935,"2,596"
4827,15936,"1,556"
4828,15937,731
4829,15938,"2,460"
4830,15940,"4,043"
4831,15942,"2,092"
4832,15943,"3,924"
4833,15944,"3,597"
4834,15945,186
4835,15946,"7,008"
4836,15948,641
4837,15949,582
4838,15951,447
4839,15952,"1,395"
4840,15953,191
4841,15954,"2,326"
4842,15955,"2,806"
4843,15956,"2,582"
4844,15957,640
4845,15958,"2,146"
4846,15960,509
4847,15961,786
4848,15962,138
4849,15963,"10,895"
4850,16001,"40,012"
4851,16002,"15,787"
4852,16020,"1,173"
4853,16022,415
4854,16023,"4,267"
4855,16024,212
4856,16025,"5,579"
4857,16027,276
4858,16028,"1,994"
4859,16029,699
4860,16030,312
4861,16033,"5,839"
4862,16034,"2,051"
4863,16035,92
4864,16036,232
4865,16037,"4,603"
4866,16038,"3,755"
4867,16040,929
4868,16041,"1,999"
4869,16045,"1,354"
4870,16046,"14,615"
4871,16048,150
4872,16049,"3,285"
4873,16050,"1,602"
4874,16051,"3,060"
4875,16052,"2,374"
4876,16053,"4,173"
4877,16054,393
4878,16055,"8,411"
4879,16056,"4,779"
4880,16057,"13,982"
4881,16059,"7,944"
4882,16061,"2,667"
4883,16063,"6,671"
4884,16066,"28,649"
4885,16101,"34,090"
4886,16102,"5,734"
4887,16105,"15,056"
4888,16110,301
4889,16111,"1,360"
4890,16112,"1,593"
4891,16113,389
4892,16114,588
4893,16115,"3,276"
4894,16116,"2,878"
4895,16117,"17,191"
4896,16120,"2,259"
4897,16121,"4,905"
4898,16123,"2,261"
4899,16124,"1,989"
4900,16125,"18,159"
4901,16127,"15,938"
4902,16130,"1,958"
4903,16131,835
4904,16132,319
4905,16133,"1,570"
4906,16134,"4,031"
4907,16136,737
4908,16137,"12,887"
4909,16140,140
4910,16141,"1,917"
4911,16142,"7,206"
4912,16143,"3,053"
4913,16145,"2,646"
4914,16146,"13,948"
4915,16148,"16,763"
4916,16150,"7,338"
4917,16151,89
4918,16153,"2,592"
4919,16154,"2,630"
4920,16155,87
4921,16156,"3,080"
4922,16157,"3,409"
4923,16159,"4,679"
4924,16160,900
4925,16161,748
4926,16201,"18,202"
4927,16210,"1,115"
4928,16211,97
4929,16212,322
4930,16213,165
4931,16214,"9,773"
4932,16217,119
4933,16218,"1,267"
4934,16222,"2,475"
4935,16223,138
4936,16224,"1,288"
4937,16226,"8,061"
4938,16228,418
4939,16229,"5,039"
4940,16230,519
4941,16232,"4,312"
4942,16233,"1,094"
4943,16235,"1,217"
4944,16236,388
4945,16238,411
4946,16239,"4,541"
4947,16240,"1,358"
4948,16242,"4,595"
4949,16244,200
4950,16245,189
4951,16246,249
4952,16248,"3,197"
4953,16249,"1,994"
4954,16250,261
4955,16253,96
4956,16254,"3,442"
4957,16255,"1,822"
4958,16256,"2,084"
4959,16258,"1,929"
4960,16259,"1,903"
4961,16260,360
4962,16262,"2,936"
4963,16263,423
4964,16301,"15,995"
4965,16311,547
4966,16312,10
4967,16313,"1,944"
4968,16314,"5,458"
4969,16316,"5,383"
4970,16317,"1,575"
4971,16319,"1,254"
4972,16321,101
4973,16322,138
4974,16323,"16,260"
4975,16326,463
4976,16327,"3,135"
4977,16328,90
4978,16329,541
4979,16331,77
4980,16332,55
4981,16333,229
4982,16334,353
4983,16335,"28,220"
4984,16340,"1,877"
4985,16341,"2,001"
4986,16342,"2,406"
4987,16343,367
4988,16344,595
4989,16345,"3,402"
4990,16346,"3,424"
4991,16347,"2,428"
4992,16350,"2,837"
4993,16351,"1,568"
4994,16352,248
4995,16353,"2,996"
4996,16354,"11,220"
4997,16360,"1,412"
4998,16361,79
4999,16362,"1,201"
5000,16364,"1,217"
5001,16365,"18,501"
5002,16370,288
5003,16371,"3,261"
5004,16372,424
5005,16373,"3,307"
5006,16374,"1,908"
5007,16401,"6,650"
5008,16402,803
5009,16403,"6,930"
5010,16404,"3,368"
5011,16405,853
5012,16406,"3,504"
5013,16407,"11,138"
5014,16410,"1,778"
5015,16411,"1,519"
5016,16412,"10,780"
5017,16415,"9,037"
5018,16416,236
5019,16417,"8,237"
5020,16420,603
5021,16421,"2,489"
5022,16422,215
5023,16423,"4,465"
5024,16424,"4,597"
5025,16426,"3,946"
5026,16427,248
5027,16428,"12,573"
5028,16433,"5,294"
5029,16434,"3,222"
5030,16435,"2,037"
5031,16436,643
5032,16438,"7,989"
5033,16440,921
5034,16441,"9,868"
5035,16442,"2,979"
5036,16443,"1,339"
5037,16444,"1,302"
5038,16501,"2,153"
5039,16502,"16,681"
5040,16503,"16,039"
5041,16504,"16,981"
5042,16505,"16,879"
5043,16506,"23,766"
5044,16507,"10,525"
5045,16508,"16,492"
5046,16509,"27,372"
5047,16510,"25,682"
5048,16511,"11,671"
5049,16546,"1,118"
5050,16563,"1,603"
5051,16601,"33,619"
5052,16602,"29,624"
5053,16611,"2,455"
5054,16613,"1,532"
5055,16616,114
5056,16617,"2,807"
5057,16619,275
5058,16620,366
5059,16621,665
5060,16622,185
5061,16623,516
5062,16624,216
5063,16625,"3,924"
5064,16627,"2,265"
5065,16630,"5,266"
5066,16631,62
5067,16633,194
5068,16634,260
5069,16635,"12,224"
5070,16636,758
5071,16637,"2,470"
5072,16638,59
5073,16639,"1,550"
5074,16640,846
5075,16641,"2,581"
5076,16645,141
5077,16646,"2,504"
5078,16647,657
5079,16648,"15,192"
5080,16650,"2,021"
5081,16651,"5,923"
5082,16652,"18,249"
5083,16655,"1,517"
5084,16656,"1,404"
5085,16657,"1,284"
5086,16659,306
5087,16661,946
5088,16662,"5,882"
5089,16664,"2,009"
5090,16665,301
5091,16666,"3,237"
5092,16667,"1,495"
5093,16668,"3,581"
5094,16669,"2,286"
5095,16670,31
5096,16671,530
5097,16672,222
5098,16673,"5,330"
5099,16674,671
5100,16677,243
5101,16678,"2,762"
5102,16679,849
5103,16680,407
5104,16682,147
5105,16683,410
5106,16685,299
5107,16686,"13,242"
5108,16689,517
5109,16691,316
5110,16692,745
5111,16693,"4,422"
5112,16694,205
5113,16695,"1,156"
5114,16699,952
5115,16701,"17,890"
5116,16720,"1,304"
5117,16724,97
5118,16725,130
5119,16726,544
5120,16727,215
5121,16728,32
5122,16729,774
5123,16730,86
5124,16731,"2,843"
5125,16732,310
5126,16733,202
5127,16734,259
5128,16735,"6,191"
5129,16738,"2,597"
5130,16740,"1,048"
5131,16743,"3,908"
5132,16744,431
5133,16745,611
5134,16746,"1,336"
5135,16748,"2,772"
5136,16749,"4,275"
5137,16750,394
5138,16801,"42,755"
5139,16802,"12,691"
5140,16803,"24,405"
5141,16820,"1,182"
5142,16821,261
5143,16822,"2,047"
5144,16823,"27,596"
5145,16825,215
5146,16826,587
5147,16827,"4,192"
5148,16828,"4,567"
5149,16829,655
5150,16830,"13,886"
5151,16832,492
5152,16833,"5,366"
5153,16834,172
5154,16835,227
5155,16836,"1,127"
5156,16837,126
5157,16838,"1,775"
5158,16839,519
5159,16840,555
5160,16841,"5,907"
5161,16843,434
5162,16844,"2,949"
5163,16845,"1,138"
5164,16847,359
5165,16848,394
5166,16849,342
5167,16851,926
5168,16852,385
5169,16853,204
5170,16854,919
5171,16855,315
5172,16858,"3,935"
5173,16859,540
5174,16860,388
5175,16861,284
5176,16863,707
5177,16865,"1,993"
5178,16866,"9,959"
5179,16868,424
5180,16870,"6,725"
5181,16871,31
5182,16872,"1,381"
5183,16874,"1,430"
5184,16875,"4,023"
5185,16876,329
5186,16877,"1,701"
5187,16878,"1,693"
5188,16879,473
5189,16881,"2,113"
5190,16882,344
5191,16901,"10,313"
5192,16911,414
5193,16912,"1,851"
5194,16914,"2,261"
5195,16915,"5,929"
5196,16917,"1,397"
5197,16920,"2,138"
5198,16921,557
5199,16922,"2,002"
5200,16923,"1,560"
5201,16925,"3,253"
5202,16926,827
5203,16927,699
5204,16928,"1,413"
5205,16929,"2,303"
5206,16930,"1,333"
5207,16932,719
5208,16933,"7,314"
5209,16935,"1,303"
5210,16936,"2,109"
5211,16937,245
5212,16938,716
5213,16939,395
5214,16940,372
5215,16941,101
5216,16942,730
5217,16943,461
5218,16946,"2,340"
5219,16947,"5,204"
5220,16948,"1,647"
5221,16950,"3,444"
5222,17002,707
5223,17003,"11,739"
5224,17004,"5,054"
5225,17005,367
5226,17006,"1,061"
5227,17007,"5,594"
5228,17009,"2,046"
5229,17010,65
5230,17011,"35,015"
5231,17013,"34,773"
5232,17015,"21,154"
5233,17016,670
5234,17017,"1,756"
5235,17018,"4,358"
5236,17019,"18,099"
5237,17020,"9,086"
5238,17021,901
5239,17022,"29,313"
5240,17023,"3,585"
5241,17024,"2,011"
5242,17025,"16,823"
5243,17026,"3,738"
5244,17027,"2,250"
5245,17028,"3,638"
5246,17029,481
5247,17030,850
5248,17032,"8,305"
5249,17033,"17,160"
5250,17034,"2,440"
5251,17035,805
5252,17036,"22,197"
5253,17037,973
5254,17038,"8,290"
5255,17039,34
5256,17040,"2,389"
5257,17041,191
5258,17042,"37,069"
5259,17043,"5,864"
5260,17044,"21,077"
5261,17045,"3,188"
5262,17046,"30,490"
5263,17047,"2,656"
5264,17048,"3,950"
5265,17049,"3,266"
5266,17050,"34,034"
5267,17051,"4,595"
5268,17052,"1,629"
5269,17053,"4,976"
5270,17055,"34,680"
5271,17056,79
5272,17057,"22,028"
5273,17058,"1,855"
5274,17059,"7,908"
5275,17060,"1,329"
5276,17061,"6,998"
5277,17062,"4,030"
5278,17063,"3,318"
5279,17064,470
5280,17065,"4,111"
5281,17066,"5,388"
5282,17067,"14,385"
5283,17068,"4,530"
5284,17069,118
5285,17070,"15,467"
5286,17071,112
5287,17072,181
5288,17073,"5,363"
5289,17074,"7,325"
5290,17075,108
5291,17076,45
5292,17077,43
5293,17078,"20,369"
5294,17080,270
5295,17081,167
5296,17082,"3,433"
5297,17083,57
5298,17084,"4,355"
5299,17086,"2,336"
5300,17087,"3,067"
5301,17088,696
5302,17090,"5,313"
5303,17093,957
5304,17094,"2,729"
5305,17097,832
5306,17098,"2,421"
5307,17099,"1,158"
5308,17101,"2,045"
5309,17102,"7,998"
5310,17103,"11,328"
5311,17104,"20,814"
5312,17109,"23,227"
5313,17110,"24,594"
5314,17111,"31,434"
5315,17112,"33,752"
5316,17113,"10,899"
5317,17120, -   
5318,17201,"25,541"
5319,17202,"30,122"
5320,17210,166
5321,17211,361
5322,17212,842
5323,17213,616
5324,17214,"1,123"
5325,17215,239
5326,17217,128
5327,17219,417
5328,17220,472
5329,17221,558
5330,17222,"10,526"
5331,17223,323
5332,17224,"2,032"
5333,17225,"19,652"
5334,17228,"1,181"
5335,17229,"1,308"
5336,17233,"5,033"
5337,17235,671
5338,17236,"8,323"
5339,17237,"2,072"
5340,17238,"1,605"
5341,17239,204
5342,17240,"3,447"
5343,17241,"11,705"
5344,17243,"1,532"
5345,17244,"2,408"
5346,17246,136
5347,17247,363
5348,17249,325
5349,17250,149
5350,17251,152
5351,17252,"3,595"
5352,17253,299
5353,17254,16
5354,17255,"1,082"
5355,17256,67
5356,17257,"28,721"
5357,17260,"1,212"
5358,17261,242
5359,17262,"1,585"
5360,17263,505
5361,17264,"2,260"
5362,17265,598
5363,17266,577
5364,17267,"2,747"
5365,17268,"28,190"
5366,17270,165
5367,17271,318
5368,17272,288
5369,17301,"3,850"
5370,17302,"2,900"
5371,17304,"3,023"
5372,17306,339
5373,17307,"5,939"
5374,17309,"1,823"
5375,17311,263
5376,17313,"10,778"
5377,17314,"5,910"
5378,17315,"26,150"
5379,17316,"8,319"
5380,17317,841
5381,17318,335
5382,17319,"10,706"
5383,17320,"7,861"
5384,17321,"2,298"
5385,17322,"6,383"
5386,17324,"4,078"
5387,17325,"28,308"
5388,17327,"7,819"
5389,17329,"2,418"
5390,17331,"50,388"
5391,17339,"6,955"
5392,17340,"10,976"
5393,17343,70
5394,17344,"3,575"
5395,17345,"7,571"
5396,17347,"6,326"
5397,17349,"7,356"
5398,17350,"13,008"
5399,17352,"1,252"
5400,17353,"3,189"
5401,17355,227
5402,17356,"21,802"
5403,17360,"6,050"
5404,17361,"5,761"
5405,17362,"13,742"
5406,17363,"9,606"
5407,17364,"3,727"
5408,17365,"2,205"
5409,17366,"5,740"
5410,17368,"7,069"
5411,17370,"5,300"
5412,17371,291
5413,17372,"4,257"
5414,17401,"17,798"
5415,17402,"36,085"
5416,17403,"39,139"
5417,17404,"35,506"
5418,17406,"22,776"
5419,17407,"2,234"
5420,17408,"22,447"
5421,17501,"4,396"
5422,17502,"2,679"
5423,17505,"1,945"
5424,17507,41
5425,17508,306
5426,17509,"4,679"
5427,17512,"17,777"
5428,17516,"4,555"
5429,17517,"15,794"
5430,17518,"1,431"
5431,17519,"7,024"
5432,17520,"4,675"
5433,17522,"32,619"
5434,17527,"6,132"
5435,17529,"4,403"
5436,17532,"3,254"
5437,17535,"2,248"
5438,17536,"2,866"
5439,17538,"6,565"
5440,17540,"9,676"
5441,17543,"42,443"
5442,17545,"21,703"
5443,17547,"6,973"
5444,17550,923
5445,17551,"11,027"
5446,17552,"19,216"
5447,17554,"7,549"
5448,17555,"7,580"
5449,17557,"14,210"
5450,17560,"5,079"
5451,17562,"4,532"
5452,17563,"3,860"
5453,17565,"2,452"
5454,17566,"12,237"
5455,17569,"5,663"
5456,17570,219
5457,17572,"3,667"
5458,17576,159
5459,17578,"7,508"
5460,17579,"6,073"
5461,17581,915
5462,17582,"2,066"
5463,17584,"8,952"
5464,17601,"49,782"
5465,17602,"53,128"
5466,17603,"62,222"
5467,17606,510
5468,17701,"44,695"
5469,17702,"10,610"
5470,17721,"1,836"
5471,17723,41
5472,17724,"5,366"
5473,17727,58
5474,17728,"5,117"
5475,17729,83
5476,17730,259
5477,17731,165
5478,17737,"6,113"
5479,17739,33
5480,17740,"12,817"
5481,17742,56
5482,17744,"3,173"
5483,17745,"19,098"
5484,17747,"3,235"
5485,17748,252
5486,17749,291
5487,17750,133
5488,17751,"7,390"
5489,17752,"4,788"
5490,17754,"12,122"
5491,17756,"12,279"
5492,17758,887
5493,17760,584
5494,17762,526
5495,17763,353
5496,17764,"2,217"
5497,17765,"1,051"
5498,17767,120
5499,17768,279
5500,17771,"3,382"
5501,17772,"2,545"
5502,17774,"1,290"
5503,17776,268
5504,17777,"7,103"
5505,17778,78
5506,17779,151
5507,17801,"16,391"
5508,17810,"5,836"
5509,17812,"1,412"
5510,17813,"2,047"
5511,17814,"4,701"
5512,17815,"31,020"
5513,17820,"5,546"
5514,17821,"18,487"
5515,17822, -   
5516,17823,"1,189"
5517,17824,"3,869"
5518,17827,668
5519,17829,251
5520,17830,"1,966"
5521,17832,689
5522,17834,"3,623"
5523,17835,220
5524,17836,209
5525,17837,"19,929"
5526,17840,461
5527,17841,"4,934"
5528,17842,"8,722"
5529,17844,"10,104"
5530,17845,"2,225"
5531,17846,"3,631"
5532,17847,"12,035"
5533,17850,651
5534,17851,"7,734"
5535,17853,"3,378"
5536,17855,996
5537,17856,"3,496"
5538,17857,"7,488"
5539,17859,"3,092"
5540,17860,"2,296"
5541,17861,88
5542,17862,479
5543,17864,"2,499"
5544,17865,138
5545,17866,"10,425"
5546,17867,166
5547,17868,"1,085"
5548,17870,"14,980"
5549,17872,"9,753"
5550,17876,"1,696"
5551,17878,"1,401"
5552,17880,88
5553,17881,"1,509"
5554,17884,253
5555,17885,168
5556,17886,854
5557,17887,475
5558,17888,303
5559,17889,"2,515"
5560,17901,"24,036"
5561,17920,332
5562,17921,"7,433"
5563,17922,"4,783"
5564,17923,400
5565,17925,411
5566,17929,"1,745"
5567,17930,453
5568,17931,"8,708"
5569,17933,75
5570,17934,489
5571,17935,"1,650"
5572,17936,824
5573,17938,"2,484"
5574,17941,814
5575,17943,318
5576,17944,227
5577,17945,149
5578,17946,234
5579,17948,"4,977"
5580,17949,284
5581,17951,285
5582,17952,228
5583,17953,471
5584,17954,"4,530"
5585,17957,316
5586,17959,"1,407"
5587,17960,"3,792"
5588,17961,"6,908"
5589,17963,"9,378"
5590,17964,773
5591,17965,"2,031"
5592,17967,"2,381"
5593,17968,321
5594,17970,"3,281"
5595,17972,"11,141"
5596,17974,276
5597,17976,"6,810"
5598,17978,180
5599,17979,134
5600,17980,"3,071"
5601,17981,"2,727"
5602,17982,433
5603,17983,"1,476"
5604,17985,"1,161"
5605,18011,"5,536"
5606,18013,"18,024"
5607,18014,"11,462"
5608,18015,"32,364"
5609,18016, -   
5610,18017,"37,533"
5611,18018,"32,705"
5612,18020,"20,579"
5613,18030,733
5614,18031,"7,739"
5615,18032,"9,323"
5616,18034,"8,511"
5617,18035,166
5618,18036,"12,767"
5619,18037,"7,290"
5620,18038,"2,870"
5621,18040,"15,944"
5622,18041,"5,287"
5623,18042,"41,828"
5624,18045,"26,083"
5625,18046,26
5626,18049,"17,374"
5627,18051,"3,781"
5628,18052,"27,055"
5629,18053,"2,551"
5630,18054,"4,384"
5631,18055,"12,192"
5632,18056,776
5633,18058,"9,628"
5634,18059,"1,182"
5635,18062,"24,509"
5636,18063,557
5637,18064,"24,551"
5638,18066,"5,829"
5639,18067,"18,200"
5640,18068,69
5641,18069,"8,050"
5642,18070,945
5643,18071,"10,479"
5644,18072,"6,478"
5645,18073,"9,433"
5646,18074,"5,995"
5647,18076,"2,881"
5648,18077,"2,371"
5649,18078,"7,148"
5650,18079,416
5651,18080,"11,523"
5652,18081,268
5653,18083,513
5654,18085,993
5655,18086,525
5656,18087,662
5657,18088,"8,245"
5658,18091,"5,801"
5659,18092,"3,217"
